state,statenm,year,strict,nstrict,employm,workers,pertot,nsdpmanr,nsdpman
15,Punjab,1975,0,0,64,140.01400756835938,178.60000610351562,13932,29419
15,Punjab,1976,0,0,72,156.31700134277344,197.51100158691406,14802,32205
15,Punjab,1977,0,0,75,166.3990020751953,210.322998046875,17842,38457
15,Punjab,1978,0,0,83,191.21400451660156,234.9080047607422,20842,43035
15,Punjab,1979,0,0,76,208.58200073242188,258.5530090332031,25972,53256
15,Punjab,1980,0,0,92,174.94700622558594,235.14100646972656,26309,48970
15,Punjab,1981,0,0,83,209.0800018310547,261.70098876953125,35235,64560
15,Punjab,1982,0,0,72,208.7969970703125,263.36700439453125,37121,66940
15,Punjab,1983,0,0,59,218.25799560546875,275.4209899902344,45376,79796
15,Punjab,1984,0,0,57,241.9239959716797,308.864990234375,50962,90727
15,Punjab,1985,0,0,69,248.1999969482422,312.52301025390625,64347,110766
15,Punjab,1986,0,0,64,245,317,69663,117705
15,Punjab,1987,0,0,51,NA,NA,78859,143623
15,Punjab,1988,0,0,66,297,386,99687,187612
15,Punjab,1989,0,0,86,NA,NA,122864,220730
15,Punjab,1990,0,0,103,NA,NA,141304,247351
15,Punjab,1991,0,0,85,NA,NA,158313,286433
15,Punjab,1992,0,0,63,NA,NA,178694,331312
15,Punjab,1993,0,0,72,NA,NA,227638,405211
15,Punjab,1994,0,0,68,330,448,252787,455102
15,Punjab,1995,0,0,NA,355,480,305779,525715
15,Punjab,1996,NA,NA,NA,NA,NA,340320,609941
15,Punjab,1997,NA,NA,NA,NA,NA,396609,709477
16,Rajasthan,1949,0,0,NA,NA,NA,NA,NA
16,Rajasthan,1950,0,0,NA,NA,NA,NA,NA
16,Rajasthan,1951,0,0,NA,NA,NA,NA,NA
16,Rajasthan,1952,0,0,NA,NA,NA,NA,NA
16,Rajasthan,1953,0,0,NA,NA,NA,NA,NA
16,Rajasthan,1954,0,0,NA,NA,NA,NA,NA
16,Rajasthan,1955,0,0,NA,NA,NA,NA,NA
16,Rajasthan,1956,0,0,NA,NA,NA,NA,NA
16,Rajasthan,1957,0,0,13.496999740600586,NA,NA,NA,NA
16,Rajasthan,1958,0,0,18.892000198364258,NA,NA,NA,NA
16,Rajasthan,1959,0,0,17.834999084472656,NA,NA,NA,NA
16,Rajasthan,1960,-3,-1,NA,NA,NA,1071,5686
16,Rajasthan,1961,-3,-1,15,NA,NA,1072,5765
16,Rajasthan,1962,-3,-1,24,NA,NA,1232,6283
16,Rajasthan,1963,-3,-1,37,NA,NA,1451,6572
16,Rajasthan,1964,-3,-1,29,NA,NA,1738,7164
16,Rajasthan,1965,-3,-1,26,NA,NA,2155,7776
16,Rajasthan,1966,-3,-1,35,NA,NA,2509,8176
16,Rajasthan,1967,-3,-1,21,NA,NA,3156,9489
16,Rajasthan,1968,-3,-1,37,NA,NA,3492,9978
16,Rajasthan,1969,-3,-1,42,75.18900299072266,95.884002685546875,3876,10687
16,Rajasthan,1970,-5,-2,43,85.90299987792969,111.40599822998047,5060,12666
16,Rajasthan,1971,-5,-2,53,83.88800048828125,110.01799774169922,5307,13212
16,Rajasthan,1972,-5,-2,52,NA,NA,5720,14138
16,Rajasthan,1973,-5,-2,54,92.60399627685547,122.16100311279297,7074,17093
16,Rajasthan,1974,-5,-2,45,89.785003662109375,122.21499633789062,9011,21172
16,Rajasthan,1975,-5,-2,64,107.54100036621094,144.35699462890625,9473,22540
16,Rajasthan,1976,-5,-2,54,117.02899932861328,153.0540008544922,13395,27158
16,Rajasthan,1977,-5,-2,55,126.06400299072266,163.46800231933594,13386,28183
16,Rajasthan,1978,-5,-2,74,126.50700378417969,164.79200744628906,14330,30248
16,Rajasthan,1979,-5,-2,76,152.02699279785156,194.14300537109375,17426,33376
16,Rajasthan,1980,-5,-2,69,149.2050018310547,191.1280059814453,19925,45705
16,Rajasthan,1981,-5,-2,72,152.0229949951172,197.10000610351562,23651,53100
16,Rajasthan,1982,-5,-2,69,173.67599487304688,215.5540008544922,27888,62155
16,Rajasthan,1983,-5,-2,78,182.04200744628906,226.35299682617188,49713,86682
16,Rajasthan,1984,-3,-1,82,171.5590057373047,220.41299438476562,41515,78882
16,Rajasthan,1985,-3,-1,82,168.5290069580078,216.7010040283203,42884,89017
16,Rajasthan,1986,-3,-1,87,165,215,47625,101697
16,Rajasthan,1987,-3,-1,81,NA,NA,63042,115335
16,Rajasthan,1988,-3,-1,84,175,235,64917,120213
16,Rajasthan,1989,-3,-1,232,NA,NA,91214,150292
16,Rajasthan,1990,-3,-1,92,NA,NA,131787,205350
16,Rajasthan,1991,-3,-1,55,NA,NA,131092,212740
16,Rajasthan,1992,-3,-1,81,NA,NA,153875,234950
16,Rajasthan,1993,-3,-1,62,NA,NA,152346,245939
16,Rajasthan,1994,-3,-1,54,202,276,252973,355766
16,Rajasthan,1995,-3,-1,54,218,298,260134,374772
16,Rajasthan,1996,NA,NA,NA,NA,NA,246705,375270
16,Rajasthan,1997,NA,NA,NA,NA,NA,246080,372785
18,Tamil Nadu,1949,-2,-1,NA,NA,NA,NA,NA
18,Tamil Nadu,1950,-2,-1,NA,NA,NA,NA,NA
18,Tamil Nadu,1951,-2,-1,NA,NA,NA,NA,NA
18,Tamil Nadu,1952,-2,-1,NA,NA,NA,NA,NA
18,Tamil Nadu,1953,-2,-1,NA,NA,NA,NA,NA
18,Tamil Nadu,1954,-2,-1,NA,NA,NA,NA,NA
18,Tamil Nadu,1955,-2,-1,NA,NA,NA,NA,NA
18,Tamil Nadu,1956,-2,-1,NA,NA,NA,NA,NA
18,Tamil Nadu,1957,-2,-1,NA,NA,NA,NA,NA
18,Tamil Nadu,1958,-2,-1,NA,NA,NA,NA,NA
18,Tamil Nadu,1959,-2,-1,NA,NA,NA,NA,NA
18,Tamil Nadu,1960,-2,-1,NA,NA,NA,8838,16701
18,Tamil Nadu,1961,-2,-1,NA,NA,NA,9987,18830
18,Tamil Nadu,1962,-2,-1,NA,NA,NA,10947,20824
18,Tamil Nadu,1963,-2,-1,NA,NA,NA,11981,22544
18,Tamil Nadu,1964,-2,-1,NA,NA,NA,13556,24304
18,Tamil Nadu,1965,-2,-1,NA,NA,NA,15323,29262
18,Tamil Nadu,1966,-2,-1,NA,NA,NA,16848,32494
18,Tamil Nadu,1967,-2,-1,310,NA,NA,17609,35472
18,Tamil Nadu,1968,-2,-1,310,NA,NA,18487,38020
18,Tamil Nadu,1969,-2,-1,305,418.1809997558594,508.85101318359375,21168,43183
18,Tamil Nadu,1970,-2,-1,324,467.06298828125,568.48199462890625,26462,45871
18,Tamil Nadu,1971,-2,-1,350,473.5880126953125,577.3690185546875,27674,49436
18,Tamil Nadu,1972,-2,-1,348,NA,NA,31236,54513
18,Tamil Nadu,1973,-2,-1,281,478.02398681640625,578.572021484375,38840,62508
18,Tamil Nadu,1974,-2,-1,291,488.1669921875,603.09002685546875,53613,84500
18,Tamil Nadu,1975,-2,-1,204,504.9809875488281,640.625,52104,82058
18,Tamil Nadu,1976,-2,-1,407,534.44097900390625,668.1820068359375,64861,96461
18,Tamil Nadu,1977,-2,-1,405,560.5150146484375,703.2659912109375,73073,104852
18,Tamil Nadu,1978,-2,-1,445,575.9310302734375,723.2440185546875,83450,121219
18,Tamil Nadu,1979,-2,-1,615,625.5579833984375,790.5880126953125,92293,161174
18,Tamil Nadu,1980,-2,-1,459,638.948974609375,794.99298095703125,107907,197899
18,Tamil Nadu,1981,-2,-1,496,659.47698974609375,823.02001953125,122296,226625
18,Tamil Nadu,1982,-3,-2,476,659.99298095703125,815.60198974609375,149437,255826
18,Tamil Nadu,1983,-3,-2,535,652.364990234375,813.10198974609375,141627,265324
18,Tamil Nadu,1984,-3,-2,548,699.177978515625,884.2139892578125,185216,325366
18,Tamil Nadu,1985,-3,-2,540,688.1290283203125,856.21697998046875,206197,346928
18,Tamil Nadu,1986,-3,-2,643,678,861,233802,386428
18,Tamil Nadu,1987,-3,-2,465,NA,NA,243726,425201
18,Tamil Nadu,1988,-3,-2,491,719,911,355393,536217
18,Tamil Nadu,1989,-3,-2,NA,NA,NA,426073,601585
18,Tamil Nadu,1990,-3,-2,NA,NA,NA,507228,751388
18,Tamil Nadu,1991,-3,-2,NA,NA,NA,534932,765555
18,Tamil Nadu,1992,-3,-2,NA,NA,NA,622509,877204
18,Tamil Nadu,1993,-3,-2,62,NA,NA,736443,1026307
18,Tamil Nadu,1994,-3,-2,652,921,1166,909227,1265783
18,Tamil Nadu,1995,-3,-2,NA,992,1255,971313,1342952
18,Tamil Nadu,1996,NA,NA,NA,NA,NA,1122927,1552616
18,Tamil Nadu,1997,NA,NA,NA,NA,NA,1125431,1556195
20,Uttar Pradesh,1949,0,0,NA,NA,NA,NA,NA
20,Uttar Pradesh,1950,0,0,NA,NA,NA,NA,NA
20,Uttar Pradesh,1951,0,0,NA,NA,NA,NA,NA
20,Uttar Pradesh,1952,0,0,NA,NA,NA,NA,NA
20,Uttar Pradesh,1953,0,0,NA,NA,NA,NA,NA
20,Uttar Pradesh,1954,0,0,NA,NA,NA,NA,NA
20,Uttar Pradesh,1955,0,0,NA,NA,NA,NA,NA
20,Uttar Pradesh,1956,0,0,169.09500122070312,NA,NA,NA,NA
20,Uttar Pradesh,1957,0,0,172.70799255371094,NA,NA,NA,NA
20,Uttar Pradesh,1958,0,0,161.13499450683594,NA,NA,NA,NA
20,Uttar Pradesh,1959,0,0,154.41000366210938,NA,NA,NA,NA
20,Uttar Pradesh,1960,0,0,184,NA,NA,5915,14438
20,Uttar Pradesh,1961,0,0,178,NA,NA,6618,15933
20,Uttar Pradesh,1962,0,0,210,NA,NA,6935,17184
20,Uttar Pradesh,1963,0,0,219,NA,NA,6869,18486
20,Uttar Pradesh,1964,0,0,228,NA,NA,8648,21242
20,Uttar Pradesh,1965,0,0,250,NA,NA,9866,22808
20,Uttar Pradesh,1966,0,0,237,NA,NA,11466,25439
20,Uttar Pradesh,1967,0,0,267,NA,NA,10994,26617
20,Uttar Pradesh,1968,0,0,245,NA,NA,12943,29424
20,Uttar Pradesh,1969,0,0,253,288.9179992675781,346.58099365234375,19220,37123
20,Uttar Pradesh,1970,0,0,245,326.80999755859375,390.6390075683594,18694,37925
20,Uttar Pradesh,1971,0,0,309,340.8240051269531,409.7250061035156,18283,38303
20,Uttar Pradesh,1972,0,0,286,NA,NA,22730,46196
20,Uttar Pradesh,1973,0,0,233,358.0830078125,441.49200439453125,27178,52250
20,Uttar Pradesh,1974,0,0,214,403.510009765625,507.2449951171875,28779,62158
20,Uttar Pradesh,1975,0,0,178,426.97100830078125,543.20697021484375,32873,68481
20,Uttar Pradesh,1976,0,0,261,505.010009765625,628.48797607421875,37769,75742
20,Uttar Pradesh,1977,0,0,261,547.7349853515625,684.98297119140625,44540,93564
20,Uttar Pradesh,1978,0,0,305,553.1400146484375,680.218994140625,48546,109217
20,Uttar Pradesh,1979,0,0,224,566.28302001953125,711.416015625,57032,127534
20,Uttar Pradesh,1980,0,0,211,613.60198974609375,770.6259765625,60868,135581
20,Uttar Pradesh,1981,0,0,211,629.64398193359375,771.66802978515625,61029,144118
20,Uttar Pradesh,1982,0,0,222,665.28900146484375,812.791015625,98918,195889
20,Uttar Pradesh,1983,0,0,NA,587.947998046875,724.5269775390625,113538,217260
20,Uttar Pradesh,1984,0,0,NA,602.2130126953125,749.43597412109375,122648,238055
20,Uttar Pradesh,1985,0,0,NA,500.3280029296875,682.84197998046875,163969,289705
20,Uttar Pradesh,1986,0,0,NA,561,705,169323,313301
20,Uttar Pradesh,1987,0,0,NA,NA,NA,205579,365873
20,Uttar Pradesh,1988,0,0,NA,599,768,309322,501506
20,Uttar Pradesh,1989,0,0,NA,NA,NA,365036,594585
20,Uttar Pradesh,1990,0,0,NA,NA,NA,414903,687918
20,Uttar Pradesh,1991,0,0,NA,NA,NA,450096,776467
20,Uttar Pradesh,1992,0,0,NA,NA,NA,511927,869108
20,Uttar Pradesh,1993,0,0,NA,NA,NA,555623,922078
20,Uttar Pradesh,1994,0,0,NA,585,775,618549,1052590
20,Uttar Pradesh,1995,0,0,NA,612,806,679717,1227050
20,Uttar Pradesh,1996,NA,NA,NA,NA,NA,776244,1411404
20,Uttar Pradesh,1997,NA,NA,NA,NA,NA,853046,1539154
21,West Bengal,1949,0,0,NA,NA,NA,NA,NA
21,West Bengal,1950,0,0,NA,NA,NA,NA,NA
21,West Bengal,1951,0,0,NA,NA,NA,NA,NA
21,West Bengal,1952,0,0,NA,NA,NA,NA,NA
21,West Bengal,1953,0,0,NA,NA,NA,NA,NA
21,West Bengal,1954,0,0,NA,NA,NA,NA,NA
21,West Bengal,1955,0,0,NA,NA,NA,NA,NA
21,West Bengal,1956,0,0,537.75201416015625,NA,NA,NA,NA
21,West Bengal,1957,0,0,537.14599609375,NA,NA,NA,NA
21,West Bengal,1958,0,0,512.3179931640625,NA,NA,NA,NA
21,West Bengal,1959,0,0,503.9859924316406,NA,NA,NA,NA
21,West Bengal,1960,0,0,533,NA,NA,20803,27137
21,West Bengal,1961,0,0,568,NA,NA,22165,28839
21,West Bengal,1962,0,0,594,NA,NA,26025,33085
21,West Bengal,1963,0,0,605,NA,NA,30696,38215
21,West Bengal,1964,0,0,630,NA,NA,33780,41920
21,West Bengal,1965,0,0,643,NA,NA,35390,44243
21,West Bengal,1966,0,0,604,NA,NA,34930,44507
21,West Bengal,1967,0,0,611,NA,NA,34365,44799
21,West Bengal,1968,0,0,629,NA,NA,34215,45716
21,West Bengal,1969,0,0,612,717.93499755859375,870.26202392578125,38761,51260
21,West Bengal,1970,0,0,563,699.3270263671875,845.85797119140625,40842,55587
21,West Bengal,1971,0,0,588,723.36102294921875,880.28399658203125,46469,62437
21,West Bengal,1972,0,0,591,NA,NA,48754,65525
21,West Bengal,1973,0,0,522,746.1929931640625,899.40301513671875,53365,72626
21,West Bengal,1974,1,1,409,719.38299560546875,877.32000732421875,77332,101214
21,West Bengal,1975,1,1,342,742.0159912109375,914.0770263671875,81159,105528
21,West Bengal,1976,1,1,582,706.4739990234375,882.0999755859375,82401,109061
21,West Bengal,1977,1,1,569,738.40301513671875,934.8480224609375,87457,117840
21,West Bengal,1978,1,1,547,736.58197021484375,932.719970703125,96512,127558
21,West Bengal,1979,1,1,604,768.43402099609375,970.343994140625,109157,145453
21,West Bengal,1980,14,2,541,756.3330078125,952.0260009765625,116679,201619
21,West Bengal,1981,14,2,537,732.0150146484375,923.427001953125,117227,212105
21,West Bengal,1982,14,2,424,747.4420166015625,946.16802978515625,136275,247689
21,West Bengal,1983,14,2,329,703.447021484375,894.90997314453125,140454,258019
21,West Bengal,1984,14,2,343,721.76702880859375,917.84002685546875,157747,282470
21,West Bengal,1985,14,2,367,639.25701904296875,806.43402099609375,156611,293957
21,West Bengal,1986,15,3,314,603,768,146248,286574
21,West Bengal,1987,15,3,153,NA,NA,263055,442166
21,West Bengal,1988,15,3,179,594,768,198726,387020
21,West Bengal,1989,17,4,141,NA,NA,229601,444702
21,West Bengal,1990,17,4,91,NA,NA,304076,554676
21,West Bengal,1991,17,4,1,NA,NA,258846,535824
21,West Bengal,1992,17,4,2,NA,NA,278690,575957
21,West Bengal,1993,17,4,NA,NA,NA,310094,632729
21,West Bengal,1994,17,4,NA,581,751,375496,743443
21,West Bengal,1995,17,4,NA,651,829,433144,864304
21,West Bengal,1996,NA,NA,NA,NA,NA,500165,978976
21,West Bengal,1997,NA,NA,NA,NA,NA,524427,1039924
1,,1998,NA,-2,NA,NA,NA,NA,NA
1,,1999,NA,-2,NA,NA,NA,NA,NA
1,,2000,NA,-2,NA,NA,NA,NA,NA
1,,2001,NA,-2,NA,NA,NA,NA,NA
1,,2002,NA,-2,NA,NA,NA,NA,NA
2,,1998,NA,NA,NA,NA,NA,NA,NA
2,,1999,NA,NA,NA,NA,NA,NA,NA
2,,2000,NA,NA,NA,NA,NA,NA,NA
2,,2001,NA,NA,NA,NA,NA,NA,NA
2,,2002,NA,NA,NA,NA,NA,NA,NA
3,,1998,NA,NA,NA,NA,NA,NA,NA
3,,1999,NA,NA,NA,NA,NA,NA,NA
3,,2000,NA,NA,NA,NA,NA,NA,NA
3,,2001,NA,NA,NA,NA,NA,NA,NA
3,,2002,NA,NA,NA,NA,NA,NA,NA
4,,1998,NA,NA,NA,NA,NA,NA,NA
4,,1999,NA,NA,NA,NA,NA,NA,NA
4,,2000,NA,NA,NA,NA,NA,NA,NA
4,,2001,NA,NA,NA,NA,NA,NA,NA
4,,2002,NA,NA,NA,NA,NA,NA,NA
5,,1998,NA,NA,NA,NA,NA,NA,NA
5,,1999,NA,NA,NA,NA,NA,NA,NA
5,,2000,NA,NA,NA,NA,NA,NA,NA
5,,2001,NA,NA,NA,NA,NA,NA,NA
5,,2002,NA,NA,NA,NA,NA,NA,NA
7,,1997,NA,NA,NA,NA,NA,NA,NA
7,,1998,NA,NA,NA,NA,NA,NA,NA
7,,1999,NA,NA,NA,NA,NA,NA,NA
7,,2000,NA,NA,NA,NA,NA,NA,NA
7,,2001,NA,NA,NA,NA,NA,NA,NA
7,,2002,NA,NA,NA,NA,NA,NA,NA
8,,1998,NA,NA,NA,NA,NA,NA,NA
8,,1999,NA,NA,NA,NA,NA,NA,NA
8,,2000,NA,NA,NA,NA,NA,NA,NA
8,,2001,NA,NA,NA,NA,NA,NA,NA
8,,2002,NA,NA,NA,NA,NA,NA,NA
9,,1998,NA,NA,NA,NA,NA,NA,NA
9,,1999,NA,NA,NA,NA,NA,NA,NA
9,,2000,NA,NA,NA,NA,NA,NA,NA
9,,2001,NA,NA,NA,NA,NA,NA,NA
9,,2002,NA,NA,NA,NA,NA,NA,NA
10,,1998,NA,0,NA,NA,NA,NA,NA
10,,1999,NA,0,NA,NA,NA,NA,NA
10,,2000,NA,0,NA,NA,NA,NA,NA
10,,2001,NA,0,NA,NA,NA,NA,NA
10,,2002,NA,0,NA,NA,NA,NA,NA
11,,1998,NA,NA,NA,NA,NA,NA,NA
11,,1999,NA,NA,NA,NA,NA,NA,NA
11,,2000,NA,NA,NA,NA,NA,NA,NA
11,,2001,NA,NA,NA,NA,NA,NA,NA
11,,2002,NA,NA,NA,NA,NA,NA,NA
14,,1998,NA,NA,NA,NA,NA,NA,NA
14,,1999,NA,NA,NA,NA,NA,NA,NA
14,,2000,NA,NA,NA,NA,NA,NA,NA
14,,2001,NA,NA,NA,NA,NA,NA,NA
14,,2002,NA,NA,NA,NA,NA,NA,NA
15,,1998,NA,NA,NA,NA,NA,NA,NA
15,,1999,NA,NA,NA,NA,NA,NA,NA
15,,2000,NA,NA,NA,NA,NA,NA,NA
15,,2001,NA,NA,NA,NA,NA,NA,NA
15,,2002,NA,NA,NA,NA,NA,NA,NA
16,,1998,NA,NA,NA,NA,NA,NA,NA
16,,1999,NA,NA,NA,NA,NA,NA,NA
16,,2000,NA,NA,NA,NA,NA,NA,NA
16,,2001,NA,NA,NA,NA,NA,NA,NA
16,,2002,NA,NA,NA,NA,NA,NA,NA
18,,1998,NA,NA,NA,NA,NA,NA,NA
18,,1999,NA,NA,NA,NA,NA,NA,NA
18,,2000,NA,NA,NA,NA,NA,NA,NA
18,,2001,NA,NA,NA,NA,NA,NA,NA
18,,2002,NA,NA,NA,NA,NA,NA,NA
20,,1998,NA,NA,NA,NA,NA,NA,NA
20,,1999,NA,NA,NA,NA,NA,NA,NA
20,,2000,NA,NA,NA,NA,NA,NA,NA
20,,2001,NA,NA,NA,NA,NA,NA,NA
20,,2002,NA,NA,NA,NA,NA,NA,NA
21,,1998,NA,NA,NA,NA,NA,NA,NA
21,,1999,NA,NA,NA,NA,NA,NA,NA
21,,2000,NA,NA,NA,NA,NA,NA,NA
21,,2001,NA,NA,NA,NA,NA,NA,NA
21,,2002,NA,NA,NA,NA,NA,NA,NA
